Id,OverallCond,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,SalePrice
660,7,1486,1486,0,1486,1,3,167000
661,7,793,1142,793,1935,2,3,197900
662,7,1629,1686,762,2448,2,4,402000
663,3,1392,1392,0,1392,1,2,110000
664,5,1138,1181,0,1181,2,3,137500
665,5,2077,2097,0,2097,1,1,423000
666,5,1406,1454,482,1936,2,3,230500
667,5,1021,1465,915,2380,2,3,129000
668,5,1408,1679,0,1679,2,3,193500
669,6,1188,1437,0,1437,1,3,168000
670,5,700,1180,0,1180,1,2,137500
671,5,738,738,738,1476,2,3,173500
672,6,672,697,672,1369,2,3,103600
673,6,1208,1208,0,1208,1,3,165000
674,7,1477,1839,0,1839,2,3,257500
675,6,1136,1136,0,1136,1,3,140000
676,6,855,855,586,1441,2,3,148500
677,2,1095,1095,679,1774,2,4,87000
678,8,768,792,0,792,1,2,109500
679,5,2046,2046,0,2046,2,3,372500
680,5,988,988,0,988,1,3,128500
681,5,923,923,0,923,2,2,143000
682,5,793,848,672,1520,1,3,159434
683,5,1291,1291,0,1291,1,2,173000
684,5,1626,1668,0,1668,2,3,285000
685,5,1195,1195,644,1839,2,4,221000
686,5,1190,1190,900,2090,2,3,207500
687,6,874,874,887,1761,3,3,227875
688,5,551,551,551,1102,2,2,148800
689,6,1419,1419,0,1419,2,2,392000
690,5,1362,1362,0,1362,2,2,194700
691,5,848,848,0,848,1,1,141000
692,6,2444,2444,1872,4316,3,4,755000
693,5,1210,1238,1281,2519,2,4,335000
694,6,1073,1073,0,1073,1,2,108480
695,6,927,1067,472,1539,1,3,141500
696,6,1112,1137,0,1137,2,2,176000
697,7,616,616,0,616,1,2,89000
698,7,980,1148,0,1148,1,2,123500
699,8,894,894,0,894,1,3,138500
700,5,1391,1391,0,1391,2,2,196000
701,5,1800,1800,0,1800,2,3,312500
702,5,1164,1164,0,1164,1,3,140000
703,5,1234,1264,1312,2576,2,4,361919
704,9,360,1032,780,1812,2,4,140000
705,5,1473,1484,0,1484,2,3,213000
706,5,0,372,720,1092,2,3,55000
707,5,1643,1824,0,1824,2,2,302000
708,5,1324,1324,0,1324,2,2,254000
709,5,728,728,728,1456,2,3,179540
710,7,876,904,0,904,1,3,109900
711,6,270,729,0,729,1,2,52000
712,7,859,859,319,1178,1,2,102776
713,5,1228,1228,0,1228,2,2,189000
714,5,960,960,0,960,1,3,129000
715,8,725,725,754,1479,2,3,130500
716,5,1064,1350,0,1350,2,3,165000
717,8,718,1576,978,2554,1,3,159500
718,6,1176,1178,0,1178,1,3,157000
719,5,1311,1325,1093,2418,2,3,341000
720,6,971,971,0,971,1,3,128500
721,5,1742,1742,0,1742,2,2,275000
722,5,848,848,0,848,1,1,143000
723,7,864,864,0,864,1,3,124500
724,6,941,997,473,1470,2,4,135000
725,5,1698,1698,0,1698,2,3,320000
726,6,864,864,0,864,1,3,120500
727,9,880,1680,0,1680,2,3,222000
728,5,1232,1232,0,1232,2,2,194500
729,5,1584,1776,0,1776,2,4,110000
730,5,780,848,0,1208,1,2,103000
731,5,1595,1616,0,1616,2,2,236500
732,5,868,1146,0,1146,2,3,187500
733,5,1153,1153,878,2031,2,3,222500
734,6,864,1144,0,1144,1,3,131400
735,5,948,948,0,948,1,3,108000
736,7,880,880,888,1768,1,2,163000
737,4,0,1040,0,1040,2,2,93500
738,5,893,901,900,1801,2,3,239900
739,5,1200,1200,0,1200,3,3,179000
740,5,864,864,864,1728,2,3,190000
741,7,264,768,664,1432,2,2,132000
742,8,912,912,0,912,1,3,142000
743,5,1349,1349,0,1349,2,3,179000
744,6,520,1464,0,1464,2,3,175000
745,5,1337,1337,0,1337,2,2,180000
746,9,1142,1175,1540,2715,3,4,299800
747,5,952,980,1276,2256,2,4,236000
748,7,1240,1320,1320,2640,1,4,265979
749,5,1720,1720,0,1720,2,3,260400
750,3,0,1088,441,1529,2,4,98000
751,7,576,792,348,1140,1,3,96500
752,5,660,660,660,1320,2,3,162000
753,5,1479,1494,0,1494,2,3,217000
754,5,1030,1038,1060,2098,2,3,275500
755,8,1026,1026,0,1026,1,3,156000
756,5,729,742,729,1471,2,3,172500
757,5,866,866,902,1768,2,3,212000
758,5,672,672,714,1386,2,3,158900
759,5,744,757,744,1501,2,3,179400
760,5,1318,1328,1203,2531,2,4,290000
761,6,864,864,0,864,1,2,127500
762,5,1145,1301,0,1301,1,2,100000
763,5,756,764,783,1547,2,3,215200
764,5,1252,1268,1097,2365,2,3,337000
765,5,1494,1494,0,1494,1,2,270000
766,5,1498,1506,0,1506,2,2,264132
767,5,980,980,734,1714,2,3,196500
768,7,983,983,767,1750,2,4,160000
769,5,1860,1836,0,1836,2,3,216837
770,5,1650,1690,1589,3279,3,4,538000
771,5,858,858,0,858,1,2,134900
772,5,836,1220,0,1220,1,2,102000
773,5,1029,1117,0,1117,1,3,107000
774,5,912,912,0,912,1,2,114500
775,5,1935,1973,0,1973,2,3,395000
776,5,1204,1204,0,1204,2,2,162000
777,5,1614,1614,0,1614,2,3,221500
778,5,864,894,0,894,1,3,142500
779,5,0,2020,0,2020,2,4,144000
780,5,975,1004,0,1004,1,2,135000
781,5,1237,1253,0,1253,2,3,176000
782,5,761,810,793,1603,2,3,175900
783,5,1413,1430,0,1430,2,3,187100
784,6,1097,1110,0,1110,1,1,165500
785,6,742,742,742,1484,2,3,128000
786,5,1372,1342,0,1342,2,3,161500
787,6,686,966,686,1652,2,4,139000
788,5,956,956,1128,2084,2,4,233000
789,7,901,901,0,901,1,2,107900
790,8,832,976,1111,2087,2,5,187500
791,5,1145,1145,0,1145,2,2,160200
792,5,1029,1062,0,1062,1,3,146800
793,5,1117,1127,886,2013,2,3,269790
794,5,1496,1496,0,1496,2,3,225000
795,5,712,1086,809,1895,2,3,194500
796,6,650,888,676,1564,2,3,171000
797,5,660,1285,0,1285,1,3,143500
798,5,773,773,0,773,1,2,110000
799,5,1926,1966,1174,3140,3,4,485000
800,7,731,981,787,1768,1,3,175000
801,5,616,616,1072,1688,2,4,200000
802,7,1196,1196,0,1196,1,2,109900
803,5,728,728,728,1456,2,3,189000
804,5,1734,1734,1088,2822,3,4,582933
805,5,936,1128,0,1128,1,2,118000
806,5,1417,1428,0,1428,2,3,227680
807,5,980,980,0,980,2,3,135500
808,6,1324,1072,504,1576,1,3,223500
809,5,1024,1086,0,1086,1,3,159950
810,5,849,1075,1063,2138,2,2,106000
811,6,1040,1309,0,1309,1,3,181000
812,5,848,848,0,848,1,1,144500
813,5,540,1044,0,1044,1,2,55993
814,6,1442,1442,0,1442,1,4,157900
815,7,686,686,564,1250,1,3,116000
816,5,1649,1661,0,1661,2,3,224900
817,6,1008,1008,0,1008,1,2,137000
818,5,1568,1689,0,1689,2,3,271000
819,7,1010,1052,0,1052,1,3,155000
820,5,1358,1358,0,1358,2,2,224000
821,5,798,798,842,1640,2,3,183000
822,4,936,936,0,936,1,2,93000
823,5,847,847,886,1733,2,3,225000
824,7,778,944,545,1489,2,3,139500
825,5,1489,1489,0,1489,2,3,232600
826,5,2078,2084,0,2084,2,2,385000
827,6,784,784,0,784,1,2,109500
828,5,1454,1434,0,1434,2,3,189000
829,5,1013,1160,966,2126,2,3,185000
830,5,600,520,623,1223,2,2,147400
831,5,1392,1392,0,1392,1,3,166000
832,5,600,520,600,1200,2,2,151000
833,6,941,941,888,1829,2,3,237000
834,6,1516,1516,0,1516,1,3,167000
835,6,1144,1144,0,1144,1,3,139950
836,7,1067,1067,0,1067,2,2,128000
837,6,1559,1559,0,1559,1,2,153500
838,5,483,483,504,987,1,2,100000
839,6,1099,1099,0,1099,1,3,144000
840,6,768,768,432,1200,1,3,130500
841,8,672,810,672,1482,2,4,140000
842,8,650,958,581,1539,2,3,157500
843,7,1127,1165,0,1165,1,3,174900
844,4,1800,1800,0,1800,2,6,141000
845,8,876,876,540,1416,1,4,153900
846,5,1390,1701,0,1701,2,3,171000
847,5,740,1006,769,1775,2,3,213000
848,6,864,864,0,864,1,3,133500
849,8,907,1307,1051,2358,3,5,240000
850,7,528,1094,761,1855,2,3,187000
851,5,848,848,0,848,1,1,131500
852,5,1273,1456,0,1456,2,2,215000
853,5,918,918,728,1646,2,4,164000
854,6,1127,1445,0,1445,1,3,158000
855,4,1763,1779,0,1779,1,3,170000
856,8,1040,1040,0,1040,1,3,127000
857,6,940,1026,0,1026,1,3,147000
858,5,702,702,779,1481,2,3,174000
859,5,1090,1370,0,1370,2,3,152000
860,7,1054,1512,1142,2654,2,4,250000
861,8,912,912,514,1426,1,3,189950
862,4,1039,1039,0,1039,1,3,131500
863,5,1040,1097,0,1097,2,3,152000
864,5,1148,1148,0,1148,1,3,132500
865,5,1372,1372,0,1372,2,3,250580
866,6,1002,1002,0,1002,1,3,148500
867,5,1638,1646,0,1646,2,3,248900
868,5,1040,1120,0,1120,1,3,129000
869,6,0,1547,720,2320,2,2,169000
870,5,1050,1062,887,1949,2,3,236000
871,5,894,894,0,894,1,2,109500
872,5,804,804,878,1682,2,3,200500
873,7,105,910,0,910,1,3,116000
874,7,832,1036,0,1268,1,3,133000
875,6,676,676,455,1131,1,3,66500
876,5,1184,1184,1426,2610,2,4,303477
877,5,1064,1040,0,1040,1,3,132250
878,5,1462,1462,762,2224,2,4,350000
879,7,1109,1155,0,1155,1,3,148000
880,8,864,864,0,864,1,3,136500
881,5,1090,1090,0,1090,1,2,157000
882,5,1156,1187,530,1717,2,3,187500
883,5,808,808,785,1593,2,3,178000
884,5,795,954,795,2230,1,5,118500
885,5,892,892,0,892,1,3,100000
886,5,1698,1709,0,1709,2,2,328900
887,5,1626,1712,0,1712,2,4,145000
888,7,816,872,521,1393,1,3,135500
889,6,2217,2217,0,2217,2,4,268000
890,4,1505,1505,0,1505,1,2,149500
891,7,672,672,252,924,1,3,122900
892,5,918,918,765,1683,2,3,172500
893,8,1059,1068,0,1068,1,3,154500
894,5,1383,1383,0,1383,1,3,165000
895,5,0,1535,0,1535,2,4,118858
896,5,780,983,813,1796,1,4,140000
897,6,951,951,0,951,1,2,106500
898,5,0,1120,1120,2240,2,6,142953
899,5,2330,2364,0,2364,2,2,611657
900,7,912,1236,0,1236,1,3,135000
901,6,858,858,0,858,1,2,110000
902,7,992,1306,0,1306,1,2,153000
903,5,783,807,702,1509,2,3,180000
904,5,1670,1670,0,1670,2,3,240000
905,6,876,902,0,902,1,3,125500
906,5,1056,1063,0,1063,1,3,128000
907,5,1623,1636,0,1636,2,3,255000
908,7,1017,1020,1037,2057,1,3,250000
909,5,864,902,0,902,1,2,131000
910,5,742,742,742,1484,2,3,174000
911,5,1105,1105,1169,2274,2,5,154300
912,7,1268,1268,0,1268,1,3,143500
913,7,768,1015,0,1015,1,3,88000
914,6,1001,1001,1001,2002,2,4,145000
915,5,612,612,612,1224,2,2,173733
916,5,546,546,546,1092,1,3,75000
917,3,480,480,0,480,0,1,35311
918,6,1134,1229,0,1229,1,3,135000
919,5,1104,912,1215,2127,2,4,238000
920,8,1184,1414,0,1414,1,3,176500
921,5,928,936,785,1721,2,3,201000
922,7,1272,1272,928,2200,2,4,145900
923,5,1316,1316,0,1316,2,3,169990
924,5,1604,1617,0,1617,2,2,193000
925,6,1686,1686,0,1686,2,3,207500
926,6,1126,1126,0,1126,2,3,175000
927,5,1181,1234,1140,2374,2,4,285000
928,5,832,1098,880,1978,2,4,176000
929,5,1753,1788,0,1788,2,3,236500
930,5,964,993,1243,2236,2,4,222000
931,5,1466,1466,0,1466,2,3,201000
932,6,925,925,0,925,1,2,117500
933,5,1905,1905,0,1905,2,3,320000
934,5,1500,1500,0,1500,2,3,190000
935,7,585,2069,0,2069,2,4,242000
936,5,600,747,0,747,1,1,79900
937,5,1176,1200,0,1200,2,2,184900
938,5,1113,1113,858,1971,2,3,253000
939,5,1391,1391,571,1962,2,3,239799
940,7,1032,1207,1196,2403,2,4,244400
941,5,1728,1728,0,1728,2,4,150900
942,5,992,1022,1038,2060,2,3,214000
943,3,1440,1440,0,1440,2,4,150000
944,4,1632,1632,0,1632,2,4,143000
945,6,819,1344,0,1344,1,3,137500
946,6,1088,1188,561,1869,1,2,124900
947,6,1144,1144,0,1144,1,3,143000
948,5,1616,1629,0,1629,2,3,270000
949,5,936,936,840,1776,2,3,192500
950,7,1161,1381,0,1381,1,3,197500
951,8,864,864,0,864,1,3,129000
952,5,828,965,0,965,1,3,119900
953,8,768,768,0,768,1,2,133900
954,4,784,1168,800,1968,2,4,172000
955,5,945,980,0,980,2,4,127500
956,6,979,979,979,1958,2,4,145000
957,6,561,561,668,1229,1,2,124000
958,5,1057,1057,0,1057,1,3,132000
959,5,1337,1337,0,1337,2,3,185000
960,5,696,696,720,1416,2,3,155000
961,7,858,858,0,858,1,2,116500
962,7,1330,1542,1330,2872,2,4,272000
963,6,804,804,744,1548,2,3,155000
964,5,1800,1800,0,1800,2,2,239000
965,5,817,824,1070,1894,2,4,214900
966,5,783,783,701,1484,2,3,178900
967,7,728,976,332,1308,1,2,160000
968,7,1098,1098,0,1098,1,3,135000
969,6,600,600,368,968,1,2,37900
970,5,588,1095,0,1095,1,2,140000
971,4,720,720,472,1192,1,4,135000
972,5,764,764,862,1626,2,2,173000
973,5,918,918,0,918,2,2,99500
974,5,1428,1428,0,1428,2,3,182000
975,8,728,1136,883,2019,1,3,167500
976,5,673,673,709,1382,2,3,165000
977,7,440,869,0,869,1,2,85500
978,5,1241,1241,0,1241,1,1,199900
979,5,894,894,0,894,1,3,110000
980,6,1121,1121,0,1121,1,3,139000
981,9,944,999,0,999,1,3,178400
982,5,1225,1276,1336,2612,2,4,336000
983,5,1266,1266,0,1266,2,2,159895
984,5,1128,1149,1141,2290,2,4,255900
985,5,0,1302,432,1734,2,4,126000
986,5,1164,1164,0,1164,1,3,125000
987,8,485,1001,634,1635,1,2,117000
988,5,1930,1940,0,1940,2,3,395192
989,6,848,1118,912,2030,2,4,195000
990,5,770,778,798,1576,2,3,197000
991,5,1396,1407,985,2392,2,3,348000
992,9,916,916,826,1742,1,4,168000
993,8,822,1020,831,1851,2,3,187000
994,5,750,750,750,1500,2,3,173900
995,5,1700,1718,0,1718,2,3,337500
996,7,747,774,456,1230,1,3,121600
997,6,1050,1050,0,1050,1,3,136500
998,6,1442,1442,0,1442,2,2,185000
999,4,1007,1077,0,1077,1,3,91000
1000,5,1187,1208,0,1208,2,2,206000
1001,3,0,944,0,944,1,2,82000
1002,6,691,691,0,691,1,2,86000
1003,5,1574,1574,0,1574,2,3,232000
1004,6,1680,1680,0,1680,2,4,136905
1005,5,1346,1504,0,1504,2,1,181000
1006,8,985,985,0,985,2,3,149900
1007,3,1657,1657,0,1657,2,3,163500
1008,4,546,546,546,1092,1,3,88000
1009,5,1710,1710,0,1710,2,3,240000
1010,5,1008,1008,0,1522,2,4,102000
1011,5,720,720,551,1271,2,4,135000
1012,5,0,1664,0,1664,2,4,100000
1013,7,602,900,602,1502,1,3,165000
1014,4,1022,1022,0,1022,1,2,85000
1015,5,1082,1082,0,1082,1,2,119200
1016,6,810,810,855,1665,2,3,227000
1017,5,1504,1504,0,1504,2,3,203000
1018,5,1220,1360,0,1360,1,1,187500
1019,5,384,802,670,1472,2,3,160000
1020,5,1362,1506,0,1506,2,2,213490
1021,5,1132,1132,0,1132,1,2,176000
1022,5,1199,1220,0,1220,2,2,194000
1023,5,912,912,336,1248,1,2,87000
1024,5,1346,1504,0,1504,2,2,191000
1025,6,1565,2898,0,2898,2,2,287000
1026,5,882,882,0,882,1,3,112500
1027,5,1268,1264,0,1264,1,3,167500
1028,5,1638,1646,0,1646,2,3,293077
1029,5,768,968,408,1376,1,3,105000
1030,7,672,672,546,1218,1,3,118000
1031,8,686,948,980,1928,2,5,160000
1032,3,824,1687,998,3082,2,5,197000
1033,7,1338,1352,1168,2520,2,5,310000
1034,5,1654,1654,0,1654,2,3,230000
1035,7,920,954,0,954,1,2,119750
1036,3,0,845,0,845,1,3,84000
1037,5,1620,1620,0,1620,2,2,315500
1038,5,1055,1055,1208,2263,2,3,287000
1039,6,546,798,546,1344,1,3,97000
1040,4,630,630,0,630,1,1,80000
1041,4,1134,1803,0,1803,2,3,155000
1042,8,800,800,832,1632,1,4,173000
1043,5,1306,1306,0,1306,2,1,196000
1044,5,1475,1532,797,2329,2,4,262280
1045,5,2524,2524,0,2524,2,4,278000
1046,5,0,1733,0,1733,2,4,139600
1047,5,1992,1992,876,2868,3,4,556581
1048,5,990,990,0,990,1,3,145000
1049,4,0,1771,0,1771,1,3,115000
1050,7,0,930,0,930,1,2,84900
1051,5,1302,1302,0,1302,2,3,176485
1052,5,1316,1316,0,1316,2,3,200141
1053,6,816,1127,850,1977,1,4,165000
1054,6,1216,1526,0,1526,1,4,144500
1055,5,1065,1091,898,1989,2,3,255000
1056,5,1193,1523,0,1523,2,3,180000
1057,5,1364,1364,0,1364,2,2,185850
1058,6,973,979,871,1850,2,3,248000
1059,5,1104,1130,1054,2184,2,3,335000
1060,7,854,1096,895,1991,1,3,220000
1061,5,1338,1338,0,1338,2,2,213500
1062,4,894,894,0,894,1,2,81000
1063,5,662,1422,915,2337,2,5,90000
1064,6,1103,1103,0,1103,1,2,110500
1065,6,1154,1154,0,1154,1,3,154000
1066,5,1306,1306,954,2260,2,3,328000
1067,7,799,799,772,1571,2,3,178000
1068,6,780,798,813,1611,1,4,167900
1069,4,942,1291,1230,2521,2,5,151400
1070,7,845,893,0,893,1,2,135000
1071,5,1048,1048,0,1048,1,3,135000
1072,6,727,829,727,1556,1,4,154000
1073,3,810,1002,454,1456,1,4,91500
1074,6,690,698,728,1426,1,3,159500
1075,5,1240,1240,0,1240,2,2,194000
1076,6,800,960,780,1740,1,3,219500
1077,8,796,1096,370,1466,2,3,170000
1078,5,1096,1096,0,1096,1,3,138800
1079,5,848,848,0,848,1,1,155900
1080,5,990,990,0,990,1,3,126000
1081,7,1258,1258,0,1258,2,3,145000
1082,5,1040,1040,0,1040,1,3,133000
1083,5,1459,1459,0,1459,2,3,192000
1084,6,1251,1251,0,1251,1,3,160000
1085,5,691,691,807,1498,2,3,187500
1086,6,936,996,0,996,1,2,147000
1087,5,546,546,546,1092,1,3,83500
1088,5,1082,1082,871,1953,2,3,252000
1089,5,970,970,739,1709,2,3,137500
1090,5,1247,1247,0,1247,1,1,197000
1091,4,0,1040,0,1040,2,2,92900
1092,5,600,624,628,1252,2,2,160000
1093,5,1181,1390,304,1694,2,4,136500
1094,8,864,1200,0,1200,1,1,146000
1095,7,936,936,0,936,1,2,129000
1096,5,1314,1314,0,1314,2,3,176432
1097,7,684,773,582,1355,1,3,127000
1098,5,1074,1088,0,1088,1,2,170000
1099,6,672,757,567,1324,1,3,128000
1100,5,1271,1601,0,1601,2,3,157000
1101,5,290,438,0,438,1,1,60000
1102,5,950,950,0,950,1,3,119500
1103,7,1010,1134,0,1134,1,2,135000
1104,6,655,1194,0,1194,1,3,159500
1105,5,630,630,672,1302,2,3,106000
1106,5,1463,1500,1122,2622,2,3,325000
1107,5,910,1442,0,1442,2,3,179900
1108,5,868,887,1134,2021,2,3,274725
1109,5,924,948,742,1690,2,3,181000
1110,5,1836,1836,0,1836,2,3,280000
1111,5,773,773,885,1658,2,3,188000
1112,6,803,1098,866,1964,2,4,205000
1113,7,816,816,0,816,1,2,129900
1114,7,1008,1008,0,1008,1,2,134500
1115,7,833,833,0,833,1,2,117000
1116,5,1734,1734,0,1734,2,3,318000
1117,5,408,779,640,1419,2,3,184100
1118,7,894,894,0,894,1,3,130000
1119,6,533,1021,580,1601,1,3,140000
1120,5,1040,1040,0,1040,1,3,133700
1121,5,1012,1012,0,1012,1,2,118400
1122,5,1552,1552,0,1552,2,3,212900
1123,3,672,960,0,960,1,3,112000
1124,9,698,698,0,698,1,2,118000
1125,5,384,812,670,1482,2,3,163900
1126,5,1005,1005,0,1005,1,2,115000
1127,5,1373,1555,0,1555,2,2,174000
1128,5,1530,1530,0,1530,2,3,259000
1129,5,847,847,1112,1959,2,4,215000
1130,5,936,936,0,936,1,2,140000
1131,3,1122,1328,653,1981,2,4,135000
1132,5,974,974,0,974,1,3,93500
1133,4,1008,1178,1032,2210,2,5,117500
1134,5,1128,1142,878,2020,2,3,239500
1135,5,916,916,684,1600,2,3,169000
1136,5,960,986,0,986,1,2,102000
1137,5,1032,1032,220,1252,1,3,119000
1138,8,780,780,240,1020,1,2,94000
1139,5,1567,1567,0,1567,2,2,196000
1140,5,915,1167,0,1167,1,3,144000
1141,7,952,952,0,952,1,2,139000
1142,7,780,1088,780,1868,2,4,197500
1143,5,1466,1466,1362,2828,3,4,424870
1144,3,1006,1006,0,1006,1,3,80000
1145,4,672,672,252,924,1,2,80000
1146,6,1042,1042,534,1576,1,3,149000
1147,5,1298,1298,0,1298,2,3,180000
1148,7,704,860,704,1564,1,3,174500
1149,7,572,572,539,1111,1,2,116900
1150,9,650,832,650,1482,1,3,143000
1151,5,932,932,0,932,1,2,124000
1152,4,1466,1466,0,1466,1,3,149900
1153,7,1073,1811,0,1811,1,2,230000
1154,8,816,816,0,816,1,2,120500
1155,6,864,902,918,1820,1,4,201800
1156,8,1437,1437,0,1437,2,3,218000
1157,8,1219,1265,0,1265,2,3,179900
1158,5,1314,1314,0,1314,2,2,230000
1159,5,1580,1580,0,1580,2,3,235128
1160,6,901,943,933,1876,2,4,185000
1161,5,855,855,601,1456,2,3,146000
1162,7,1296,1640,0,1640,1,3,224000
1163,5,894,894,0,894,1,3,129000
1164,4,1198,1258,0,1258,0,0,108959
1165,7,1360,1432,0,1432,1,2,194000
1166,5,1502,1502,0,1502,2,3,233170
1167,5,1694,1694,0,1694,2,3,245350
1168,5,959,959,712,1671,2,3,173000
1169,7,1127,1236,872,2108,2,4,235000
1170,5,1930,1831,1796,3627,3,4,625000
1171,6,1096,1118,0,1118,1,3,171000
1172,6,1261,1261,0,1261,1,3,163000
1173,5,625,625,625,1250,2,2,171900
1174,6,1598,1636,971,3086,3,3,200500
1175,8,952,1170,1175,2345,2,4,239000
1176,5,1683,2129,743,2872,2,4,285000
1177,5,876,923,0,923,1,3,119500
1178,8,818,818,406,1224,1,3,115000
1179,6,731,820,523,1343,1,3,154900
1180,5,0,1124,0,1124,1,3,93000
1181,5,1216,1298,1216,2514,2,4,250000
1182,5,1600,1652,0,1652,2,2,392500
1183,5,2396,2411,2065,4476,3,4,745000
1184,6,1120,1130,0,1130,1,2,120000
1185,4,1572,1572,0,1572,1,3,186700
1186,7,784,949,272,1221,1,4,104900
1187,5,978,1014,685,1699,2,3,95000
1188,5,1624,1624,0,1624,2,2,262000
1189,5,831,831,829,1660,2,3,195000
1190,5,994,1028,776,1804,2,3,189000
1191,4,1249,1622,0,1622,1,3,168000
1192,5,776,764,677,1441,2,2,174000
1193,8,702,842,630,1472,1,3,125000
1194,5,1224,1224,0,1224,2,2,165000
1195,7,663,663,689,1352,1,4,158000
1196,5,728,728,728,1456,2,3,176000
1197,5,879,879,984,1863,2,4,219210
1198,6,815,815,875,1690,1,3,144000
1199,5,1212,1212,0,1212,2,3,178000
1200,5,1051,1382,0,1382,1,3,148000
1201,5,864,864,0,864,1,3,116050
1202,5,866,866,913,1779,2,3,197900
1203,8,884,884,464,1348,1,3,117000
1204,5,1630,1630,0,1630,2,3,213000
1205,6,1056,1074,0,1074,1,3,153500
1206,7,2158,2196,0,2196,2,3,271900
1207,4,1056,1056,0,1056,1,2,107000
1208,5,1682,1700,0,1700,2,3,200000
1209,7,931,1283,0,1283,1,3,140000
1210,5,1660,1660,0,1660,2,3,290000
1211,5,1055,1055,790,1845,2,3,189000
1212,7,559,1080,672,1752,2,4,164000
1213,6,672,672,0,672,1,2,113000
1214,9,648,960,0,960,0,0,145000
1215,5,925,999,0,999,1,3,134500
1216,5,894,894,0,894,1,3,125000
1217,5,0,1318,584,1902,2,4,112000
1218,5,1300,1314,0,1314,2,3,229456
1219,5,0,672,240,912,1,2,80500
1220,5,672,672,546,1218,1,3,91500
1221,5,912,912,0,912,1,2,115000
1222,5,952,1211,0,1211,1,3,134000
1223,6,1040,1168,678,1846,2,3,143000
1224,3,2136,2136,0,2136,2,4,137900
1225,5,788,788,702,1490,2,3,184000
1226,8,588,1138,0,1138,1,3,145000
1227,5,894,894,1039,1933,2,4,214000
1228,8,912,912,0,912,1,2,147000
1229,5,1702,1702,0,1702,1,1,367294
1230,5,1075,1507,0,1507,2,4,127000
1231,5,1361,1361,1259,2620,2,4,190000
1232,6,1106,1190,0,1190,1,3,132500
1233,5,0,1224,0,1224,2,2,101800
1234,5,1188,1188,0,1188,1,3,142000
1235,6,940,1024,940,1964,1,4,130000
1236,5,747,892,892,1784,1,4,138887
1237,5,764,764,862,1626,2,2,175500
1238,5,847,847,1101,1948,2,4,195000
1239,5,1141,1141,0,1141,1,3,142500
1240,5,1476,1484,0,1484,2,2,265900
1241,5,884,884,884,1768,2,3,224900
1242,6,1689,1689,0,1689,2,3,248328
1243,6,1053,1173,0,1173,2,3,170000
1244,5,2076,2076,0,2076,2,2,465000
1245,7,792,792,725,1517,1,3,230000
1246,7,585,1140,728,1868,3,3,178000
1247,5,756,756,797,1553,2,3,186500
1248,5,1012,1034,0,1034,1,3,169900
1249,5,735,1134,924,2058,1,3,129500
1250,7,876,988,0,988,1,3,119000
1251,5,2110,2110,0,2110,2,3,244000
1252,5,1405,1405,0,1405,2,2,171750
1253,6,864,874,0,874,1,3,130000
1254,7,1192,1516,651,2167,2,3,294000
1255,5,746,760,896,1656,2,3,165400
1256,6,884,959,408,1367,1,3,127500
1257,5,1986,1987,0,1987,2,2,301500
1258,8,864,864,0,864,1,2,99900
1259,5,856,1166,0,1166,2,2,190000
1260,8,1054,1054,0,1054,1,3,151000
1261,5,841,892,783,1675,2,3,181000
1262,6,1050,1050,0,1050,1,2,128900
1263,5,1104,1104,684,1788,1,5,161500
1264,6,764,1060,764,1824,1,3,180500
1265,5,1405,1337,0,1337,2,2,181000
1266,5,691,713,739,1452,2,3,183900
1267,4,925,964,925,1889,1,4,122000
1268,5,2002,2018,0,2018,2,3,378500
1269,9,728,1968,1479,3447,3,4,381000
1270,5,874,874,650,1524,1,3,144000
1271,6,1332,1332,192,1524,0,0,260000
1272,7,1489,1489,0,1489,2,3,185750
1273,6,935,935,0,935,1,3,137000
1274,7,1019,1357,0,1357,1,2,177000
1275,6,661,661,589,1250,2,3,139000
1276,5,928,928,992,1920,2,4,137000
1277,6,723,735,660,1395,1,3,162000
1278,5,1680,1724,0,1724,1,3,197900
1279,5,1128,1128,903,2031,2,3,237000
1280,4,698,698,430,1128,1,2,68400
1281,5,1573,1573,0,1573,2,3,227000
1282,5,1309,1339,0,1339,2,2,180000
1283,7,1040,1040,0,1040,2,3,150500
1284,5,912,912,912,1824,2,4,139000
1285,7,804,1699,748,2447,2,4,169000
1286,6,780,825,587,1412,1,4,132500
1287,5,1328,1328,0,1328,1,3,143000
1288,5,1624,1582,0,1582,2,4,190000
1289,5,1501,1659,0,1659,2,2,278000
1290,5,1085,1120,850,1970,2,3,281000
1291,7,1152,1152,0,1152,1,3,180500
1292,7,630,630,672,1302,2,3,119500
1293,4,994,1378,994,2372,2,4,107500
1294,5,832,832,832,1664,2,4,162900
1295,7,864,864,0,864,1,2,115000
1296,5,1052,1052,0,1052,1,3,138500
1297,6,1120,1128,0,1128,2,3,155000
1298,5,547,1072,0,1072,2,2,140000
1299,5,6110,4692,950,5642,2,3,160000
1300,7,1246,1246,0,1246,1,3,154000
1301,5,978,1005,978,1983,2,3,225000
1302,7,771,753,741,1494,1,3,177500
1303,5,1165,1203,1323,2526,2,4,290000
1304,5,1616,1616,0,1616,2,3,232000
1305,5,976,976,732,1708,2,3,130000
1306,5,1652,1652,0,1652,2,2,325000
